,Jang-hESCs_Control_71,Jang-hESCs_Control_72,Jang-hESCs_Control_73,Jang-iPSCs_Control_74,Jang-iPSCs_Control_75,Jang-iPSCs_Control_76,Jang-iPSCs_AMN_77,Jang-iPSCs_AMN_78,Jang-iPSCs_AMN_79,Jang-iPSCs_CCALD_80,Jang-iPSCs_CCALD_81,Jang-iPSCs_CCALD_82
CAMTA2,8.174306,6.494923,7.308147,6.537671,6.858158,6.665363,6.742616,6.642107000000001,7.701863,6.521484,6.633802,6.510679
CAND1,10.447531,10.257786999999999,9.916910000000001,10.063171,10.059861,10.080198,10.110913,10.243672,9.741323,10.445682000000001,10.030102000000001,10.332737
CAND2,8.674246,9.242656,9.688647,8.793246,9.128686,8.965489999999999,9.294682,9.380751,9.971767999999999,8.696588,8.247933999999999,8.782513
CANT1,9.473794,9.375309,9.431092,9.345022,9.249496,9.307222,9.125716,9.197117,9.625034,9.316283,9.55829,9.306643
CANX,9.460288499999999,9.6438625,9.2453105,9.806692,9.9314415,9.8246715,9.622314999999999,9.630192,8.630116000000001,9.782466000000001,9.700683,9.58007
CAP1,13.412332000000001,13.181298000000002,12.794981,13.243794,13.407681,13.184476,13.496419,13.44875,12.224078,13.382694,13.649573,13.387175
CAP2,9.222831,9.271192999999998,9.418174,9.198566,9.600307,9.405355,9.842079,9.529865,8.652961,8.847253,10.35701,8.946176
CAPG,8.021571,7.912963,8.074110000000001,8.438476,8.061293,7.759169,8.327175,7.983642999999999,9.049192999999999,7.867914,8.107762,8.225135
CAPN1,9.847853,10.089993,10.298816,9.946437,10.283353,10.105552000000001,9.896203,9.933572999999999,10.487966,10.071153,9.725,9.946903
CAPN10,6.555763499999999,6.557301,6.661331,6.677447999999999,6.4978335,6.6361015,6.478852,6.4872440000000005,6.655628,6.528514,6.6267235,6.5532455
CAPN11,7.638669,7.751082000000001,7.911144,8.240033,8.344457,8.011041,7.668819,7.672246,7.827014999999999,7.841653,7.920178999999999,7.858477000000001
CAPN12,8.118494,8.4068845,8.658403,8.346683,8.078538,8.383333,8.3261205,8.189867,8.717742,8.075295,7.9608324999999995,7.970753500000001
CAPN13,6.856694999999999,6.613324,6.753482000000001,6.712342,7.011982000000001,6.916063,6.796053,6.612403,6.676234,6.493626,7.025291999999999,6.674121
CAPN14,6.551832,6.617787,6.584563,6.512221,6.534576,6.554454,6.606327,6.509493,6.450958999999999,6.417868,6.452945,6.477685
CAPN15,8.941196000000001,8.817933,9.285019,8.612306,8.844674000000001,8.558542999999998,8.940648,8.88713,9.301405,8.664642,9.064958,8.547452
CAPN2,7.055166000000001,6.98349,6.93222,6.924709,6.92155,6.977371000000001,6.9270380000000005,7.000526,7.142205000000001,6.91108,7.8092179999999995,6.955087
CAPN3,6.7021774999999995,6.739733500000001,6.733194,6.9361955,7.098845,6.9751345,6.890705499999999,6.860386500000001,6.6609565,6.6335465,6.589941499999999,6.661706
CAPN5,8.82589,9.602751,9.750143,9.229735,9.498949,9.220475,9.665833000000001,9.596772999999999,9.765913000000001,9.359836,9.529556,9.344257
CAPN6,8.860134,8.735492,8.407594,8.515049000000001,8.600982,8.140992,8.505946,8.365008999999999,7.484007000000001,8.140423,7.933064,8.108132000000001
CAPN7,7.054174000000001,6.832308,6.9223405,6.793022000000001,6.762263000000001,6.7787820000000005,6.712602,6.7183245,6.732550999999999,6.9291575,6.803952499999999,6.8496570000000006
CAPN8,6.533131,6.586525,6.792909,6.5491660000000005,6.642432,6.657967999999999,6.586583,6.521547,6.434209,6.498029,6.649269,6.56924
CAPN9,6.4421625,6.490339499999999,6.603103,6.880211999999999,7.0961514999999995,6.970072999999999,6.8455185,6.742694,6.739603999999999,6.707511,6.606008999999999,6.580185
CAPNS1,10.3119045,10.2338295,10.510439,10.3316155,10.4366075,10.4589285,10.3065235,10.3534175,11.198714,10.306977,10.471792500000001,10.397614
CAPNS2,6.660642,6.608250999999999,6.449957,6.492268,6.469549,6.411568,6.465971,6.5774490000000005,6.621961,6.1786129999999995,6.668677000000001,6.568351
CAPRIN1,10.25425,9.351496000000001,9.194962,9.638905000000001,9.059482000000001,9.850377,8.518611,9.169493,8.751239,9.978228,8.912241,9.750432
CAPRIN2,10.0523665,10.001141,9.798642999999998,10.771169500000001,9.9288865,9.9274155,10.0125765,9.97537,8.5684905,10.2494695,9.90789,10.9326645
CAPS,7.038555499999999,7.118594,7.175739500000001,7.1479365,7.099325500000001,7.078827499999999,7.2182475,7.1966155,7.246169,7.0466975000000005,6.962525,6.988886999999999
CAPS2,7.3609525,7.0681325,7.207457499999999,7.0453589999999995,7.224097,7.0462995,7.298242,7.020622,7.108542,7.1771825,7.260435,7.014614
CAPSL,6.685098,6.537566,6.504747,6.510529,6.646501,6.624534,6.552534,6.564792999999999,6.728145,6.475344000000001,6.522112,6.609804
CAPZA1,6.664972,6.7453185,6.632610000000001,6.686311,6.667959,6.738058500000001,6.734818499999999,6.797527499999999,6.857162,6.6083335000000005,6.859653,6.7676875
CAPZA2,11.598342,11.87759,11.815632,11.803887,11.681594,11.568011,11.694904,11.690166,11.691847000000001,11.695755,11.816282000000001,11.566714
CAPZA3,6.487133999999999,6.485689,6.662373,6.477367,6.579898,6.494546,6.538093,6.460694999999999,6.515296,6.636447,6.410252,6.656136
CAPZB,10.598949000000001,10.557852,10.8108085,10.7730485,10.7614305,10.720191,10.789339,10.777135000000001,10.8978265,10.682714,10.581217,10.600743
CARD10,8.430574,8.473248,9.262728,8.270632,8.470275,8.259815,8.493295,8.583554,9.413035,8.497110000000001,8.751239,8.904089
CARD11,8.686454,8.725021,8.692302999999999,8.592753,8.985446000000001,8.500014,8.892827,8.792238000000001,9.201635000000001,8.494306,9.120522,8.600235000000001
CARD14,7.774241,6.752603999999999,6.896895,6.764050999999999,6.960111,6.9705770000000005,6.829369,6.661983,7.070066000000001,6.921342999999999,6.824475,6.866001
CARD16,6.662389,6.606574,6.7395320000000005,6.577285000000001,6.672472,6.6053440000000005,6.5375440000000005,6.665466,6.747374000000001,6.741451,6.649617999999999,6.633369999999999
CARD17,6.714484,6.7285845,6.8053215,6.7509065,6.748247,6.6419425,6.7983199999999995,6.747142500000001,6.630177499999999,6.717007000000001,6.8247729999999995,6.625250500000001
CARD18,6.300903,6.63715,6.486313,6.386394,6.257787,6.368414,6.454222,6.480059,6.515989,6.536027,6.528473,6.596914
CARD19,8.167596000000001,8.517741000000001,8.833705,8.100091,8.419894000000001,8.339088,8.429289,8.341702,9.296049,7.974309,8.120613,8.203536
CARD6,6.497392,6.543451,6.634013,6.613010000000001,6.588736999999999,6.697725999999999,6.727378999999999,6.657265,6.734128999999999,6.5595360000000005,6.676462,6.717042999999999
CARD8,7.1779660000000005,7.582635000000001,7.7377210000000005,7.460392999999999,7.613003,7.4051800000000005,7.399889,7.2651699999999995,6.865877,7.3831690000000005,7.767291,7.242502
CARD9,7.463480000000001,7.183346,6.822339,7.359195,7.401689,7.136758,7.639481,7.428951,6.8968419999999995,7.084822,7.2109570000000005,7.620975
CARF,6.34579,6.4245019999999995,6.339032,6.661347,6.088858,6.559551,6.583989999999999,6.461966,6.3811160000000005,6.417358,6.250224,6.266716000000001
CARHSP1,12.834309,13.553153,13.553153,13.556066,13.740971,13.697809,13.662985999999998,13.514911999999999,13.711214000000002,13.618103,13.181298000000002,13.583145000000002
CARM1,12.674306,12.980966,13.168635,12.937312,12.7,12.863639,12.887132000000001,12.734589999999999,12.999604,12.823025999999999,12.632048,12.815451
CARMIL1,7.916247500000001,7.987686999999999,7.6849050000000005,8.207032,8.240734,8.170247999999999,8.103758000000001,8.172229,7.194839,8.190749499999999,8.1531525,8.2536925
CARMIL2,7.87465,8.368428,8.874039,8.586331,8.823845,8.482484,8.927706,8.762293,9.497319000000001,8.490035,8.10107,8.521506
CARMIL3,7.165953999999999,7.236824499999999,7.482239,7.3837304999999995,7.2985195,7.2711515,7.3946125,7.274686,7.6314655,7.177859,7.232100999999999,7.2376205
CARNMT1,7.370949,6.633808999999999,6.7824505,6.8012735,6.77089,6.773975,6.742519000000001,6.6933955,6.948169,6.887392,6.7879925000000005,6.6453429999999996
CARNS1,6.877846000000001,6.9616605,7.190359,7.246055,7.1811905,7.122381,6.9225515,6.909169,6.9425955,7.100942999999999,6.9627175,7.062575999999999
CARS2,8.230303999999999,8.495763,8.510696000000001,8.177615,8.400042,8.133251,8.074225,8.103364,8.957164,7.829859,7.956907000000001,8.061293
CARTPT,7.110892,6.759027000000001,6.873424000000001,6.884728999999999,6.852333,6.845283,6.8411669999999996,7.100014999999999,6.8095419999999995,6.792261999999999,7.035182000000001,6.850144
CASC1,6.510421,6.6011429999999995,6.714942999999999,6.302381,6.530164,6.574650999999999,6.422186,6.565535000000001,6.553365,6.526991000000001,6.312313,6.414019000000001
CASC10,8.652106,8.807536,8.743153999999999,9.026566,9.286866,9.095002000000001,8.812759,9.062004,9.159239,9.002730999999999,8.966002,9.18879
CASC15,8.795936,7.965225,7.8966899999999995,8.39521,7.698485000000001,7.781867,7.97888,7.885228,7.174777000000001,7.732348,8.111658,7.3900440000000005
CASC2,6.326071,6.510108,6.379512,6.465694,6.478342,6.4149650000000005,6.210657,6.473814,6.50022,6.371109,6.270985,6.3041160000000005
CASC3,10.730463,10.712352000000001,10.780435,11.02627,10.592349,10.726447,10.31066,10.517061,10.740898,10.567385,10.592349,10.763135
CASC4,7.597808000000001,7.256214999999999,7.3156675,7.4616229999999995,7.0482535,7.350749,6.8736205,7.1379675,6.954886500000001,7.4458615,6.871838499999999,7.28947
CASC8,6.561136,6.6251690000000005,6.273525,6.44258,6.44463,6.393713,6.445453,6.3841,6.459291,6.343805000000001,6.399856,6.315728
CASD1,8.478598,7.905697999999999,7.985113,8.0963,7.813915,8.159919,7.657764,7.8498600000000005,7.832525,8.164844,7.565271000000001,7.994255
CASK,10.489450999999999,9.414319,9.585741,9.202986,9.215284,9.446684,9.033826,9.424445,9.003102,9.5483,9.106261,9.388003
CASKIN1,6.750843,6.904,6.731471000000001,6.863113,6.97598,6.8308860000000005,6.9641589999999995,6.93047,6.872648,6.85071,6.902903,6.735213000000001
CASKIN2,7.211847,7.1146139999999995,7.159832000000001,7.003847,7.216863,7.0383059999999995,7.226242999999999,6.869717999999999,7.327489999999999,7.0282029999999995,7.224578999999999,7.12754
CASP1,6.289294,6.137348,6.247447,6.430494,6.306296,6.263331,6.340682,6.209521,6.325830000000001,6.1834620000000005,6.399685,6.349211
CASP10,6.879027000000001,6.777292500000001,6.636038,6.715513499999999,6.700257000000001,6.7603205,6.8658905,6.7767375,6.7695965,6.8068985,6.6604035,6.721521000000001
CASP14,6.917746000000001,6.6964440000000005,6.949828,6.585354,6.749741,6.871492999999999,6.870013,6.98763,6.829561,6.723387,6.7621970000000005,6.918303
CASP2,8.860252000000001,8.770449000000001,8.0388,9.2347,8.980836,8.968264,8.949709,9.033007000000001,7.305916000000001,9.338557000000002,8.842727,9.303175
CASP3,9.791648,9.1052395,9.3323145,8.929775999999999,8.739925,9.2578385,8.725277499999999,8.855528,9.06815,9.526634,9.427307,9.2752325
CASP4,6.405444,6.5263480000000005,6.674314,6.567305,6.508038,6.537599,6.5197400000000005,6.516355,6.493641,6.5160599999999995,6.502714,6.553248
CASP5,6.28712,6.275588,6.227728,6.194551000000001,6.359589,6.255852,6.273473,6.422165000000001,6.427139,6.209157,6.374477,6.1893650000000004
CASP6,6.904782000000001,6.777777,6.7593380000000005,6.768341,6.792926,6.766303999999999,6.722552,6.725319,6.7694410000000005,7.052983,6.850577,6.745292
CASP7,6.468299,6.540003,6.60916,6.620425,6.581239999999999,6.724961,6.374393,6.6222199999999996,6.69655,6.631487,6.489939,6.549539
CASP8,6.301838500000001,6.1480855000000005,6.391780000000001,6.2903934999999995,6.2711505,6.2688489999999994,6.324063,6.338524,6.301086,6.324418,6.406722,6.2735080000000005
CASP8AP2,6.194229,6.288948,6.315852,6.138997,6.2424669999999995,6.371327,6.207575,6.174046,6.406702,6.284171,6.314205,6.058282
CASP9,8.0581655,8.646567,8.509153999999999,8.396444,8.526659500000001,8.4588045,7.909297500000001,7.9442285,8.4492955,8.272404,7.9105775,8.294116
CASQ1,7.276541,6.864744,7.29949,7.056528999999999,7.259375,7.202586,6.958760000000001,7.056819,7.170926,7.305283,7.528319000000001,7.230467
CASQ2,6.929763,6.63599,6.748621000000001,6.732083,6.741267999999999,6.721887,6.856572,6.691551,6.959834,6.653345,6.654616000000001,6.641883
CASR,6.263821,6.234789,6.379061,6.43484,6.441546,6.32339,6.362573,6.37136,6.495882,6.481707,6.345875,6.415196
CASS4,6.3849160000000005,6.273658999999999,6.2016089999999995,6.224632,6.1644760000000005,6.105494,6.297175,6.219513,6.142544,6.128209,6.4110830000000005,6.379579
CASZ1,6.489656,7.04082,6.954236999999999,6.920939,6.810513,6.77315,6.829836,6.688203999999999,6.723835,6.402801,6.562245,6.4728639999999995
CAT,7.059817999999999,7.6637265,7.443532,6.761138000000001,6.5876684999999995,6.699739,7.7780154999999995,7.8896440000000005,7.387892,7.7039,7.581842999999999,7.932097
CATIP,6.451702,6.705841,6.588489,6.720459,6.662642999999999,6.465338,6.6381380000000005,6.634663000000001,6.53069,6.742578,6.476453,6.67095
CATSPER1,6.17471,6.130349,6.302723,6.2399569999999995,6.185969999999999,6.266615,6.218281,6.283778,6.373118,6.20406,6.331969,6.234141
CATSPER2,6.766063000000001,6.633286,6.686414,6.648292,6.8658410000000005,6.566696,6.678152000000001,6.654461,6.536649,6.53532,6.602587,6.5701220000000005
CATSPER2P1,7.335564999999999,7.2170745,7.3564425,7.1126035000000005,7.1400619999999995,7.098771000000001,7.165375999999999,7.169927,7.1772095,7.112986500000001,7.032949,7.1521485
CATSPER3,6.446034,6.469092,6.628191999999999,6.340525,6.420644,6.425199,6.347642,6.453169,6.5193010000000005,6.374812,6.434686,6.608175999999999
CATSPER4,6.820841000000001,6.652302000000001,6.799477,6.613911,6.696202,6.894858999999999,6.656317,6.749515,6.844428999999999,6.891317,6.791511,6.6442380000000005
CATSPERB,6.072303,6.282618,6.266876,6.199349,6.286459,6.372418,6.298942,6.060995,6.105494,6.030034,6.25674,6.263552
CATSPERD,6.507027,6.49608,6.471128500000001,6.526546499999999,6.5331455,6.5097895,6.5832145,6.5262305,6.4302195,6.5434675,6.535965,6.5052294999999996
CATSPERG,6.803425,6.913299,6.811114999999999,6.949007000000001,6.7732149999999995,6.857913000000001,6.8798710000000005,6.926363,6.888205,6.686030000000001,6.837691,7.038473
CAV1,11.373222,9.291831,9.4508625,9.4473065,9.6683655,9.475013,9.869066499999999,9.5393615,9.605489,9.7535055,11.513207000000001,9.7181465
CAV2,8.637282,7.464778999999999,7.447883,7.636956,7.615837,7.7307809999999995,7.8406970000000005,7.5947960000000005,7.515867,8.25617,9.291216,7.734358
CAV3,6.6955385,6.764533500000001,6.693739999999999,6.7275905,6.644423,6.6102205000000005,6.840482499999999,6.733433,6.712697500000001,6.6914995,6.596989,6.6670545
CBARP,6.739107000000001,6.875425999999999,6.690269,6.7403770000000005,6.820667,6.657413,6.766535,6.846203,6.933503,6.474208,6.535035,6.675223
CBFA2T2,6.725205,6.549592,6.614905,6.560819,6.506218,6.606592,6.609594,6.648306,6.640979,6.658969,6.650219,6.634866000000001
CBFA2T3,6.668361999999999,6.669681,6.451493,6.409384999999999,6.557217999999999,6.643530999999999,6.645344000000001,6.527124,6.490804,6.442958,6.737124000000001,6.585335000000001
CBFB,7.9846305,7.4642610000000005,7.795703,7.439298,7.3977015,7.3182,7.416730499999999,7.5591705000000005,7.561457000000001,7.442011,7.7078875,7.67431
CBL,10.278467,9.931024,9.492042999999999,10.486063,10.1813005,10.2689295,10.3252955,10.447052000000001,8.0928465,10.716516,10.389727,10.4040185
CBLB,9.590163,9.521049,9.325743,9.915633,9.435946000000001,9.458216,9.4593,9.498949,8.471945,9.945159,9.94391,9.866131
CBLC,7.471164,7.943915,8.419894000000001,8.042519,8.184178999999999,8.118972,8.093931,7.955792,8.688564999999999,8.351469999999999,7.823442999999999,8.387641
CBLL1,8.774927499999999,8.652556,8.43292,8.883230000000001,8.893301,8.8437515,8.9164245,9.054414,8.40448,9.168417,9.102093,8.8880695
CBLN1,7.261514999999999,7.66604,7.872039,7.728227,8.07761,7.955092,8.196803,8.343156,8.562096,7.967949000000001,7.497475,7.874834
CBLN2,6.5101309999999994,6.289549,6.400183,6.380157,6.570875,6.519801,6.517503,6.549764,6.825487,6.533473000000001,6.63805,6.900158
CBLN3,6.964841000000001,6.9320735,7.1727295,7.042816999999999,7.079786500000001,6.9988705,7.038435499999999,7.1127535,7.094747999999999,6.980646000000001,6.993519,7.1147545
CBLN4,6.413901999999999,6.446225,6.563436,6.426475,6.368698,6.467498,6.693511,6.567607000000001,6.454467,6.599381,6.54022,6.552615
CBR1,8.957164,8.533542,8.929135,9.126749,8.805187,9.007798,8.839361,8.968615,9.426174000000001,9.194962,8.905847999999999,9.54185
CBR3,8.21137,7.733399,7.652735000000001,7.9855089999999995,7.979356,7.976716000000001,8.295134,8.022971,8.094365,8.781267,8.388233999999999,8.785193
CBR4,9.836957,9.651283,9.437407,9.134658,9.034141,9.180261999999999,9.04197,9.236078,9.114918,9.222453999999999,8.973514999999999,9.116283000000001
CBS,12.585268,12.766618,12.980966,12.813871,13.000736,12.857522,13.905234,13.948244,13.905234,13.239842000000001,13.488222,13.333108
CBWD1,6.831875999999999,6.598594,6.824503999999999,6.619758999999999,6.727094999999999,6.652335000000001,6.780591,6.685737,6.844104,6.732166,6.7141589999999995,6.702088000000001
CBWD2,6.453073000000001,6.522411,6.466007,6.277114,6.368014,6.366518,6.487108,6.4452169999999995,6.458014,6.552864,6.598858,6.491756
CBWD3,7.0536460000000005,7.10704,6.963491,6.961989,6.836778999999999,7.098304,6.812019,7.115772,7.100333,6.829527000000001,6.690828999999999,6.7397279999999995
CBWD5,8.588754,8.128499,8.155356,8.041855,7.823668,8.527203,7.902089,8.286087,8.77902,8.465658,7.8943509999999995,8.369439999999999
CBWD6,6.3979040000000005,6.455087000000001,6.4043339999999995,6.437411,6.4610080000000005,6.464238,6.4015,6.525019,6.381082,6.387753,6.478930999999999,6.289549
CBX1,8.893125999999999,8.859086999999999,8.778813000000001,8.518611,8.62685,8.9212,8.540024,8.734651,8.670516000000001,8.92034,8.845728999999999,8.610249000000001
CBX2,7.170133,7.537142,7.58157,7.456416,7.460681,7.3975919999999995,7.43687,7.369707000000001,7.66265,7.416041000000001,7.475397999999999,7.487242999999999
CBX3,7.456416,7.662186999999999,7.471877,7.730249000000001,7.557500999999999,7.426854,7.778691,7.697405000000001,7.243489,7.748357,7.639614999999999,7.545114999999999
CBX4,7.667339999999999,9.130047,9.221166,9.929925,9.54774,9.413035,9.835741,9.839031,9.747542999999999,8.777683,8.67521,8.694932000000001
CBX5,10.661434,10.741659,10.249937,10.489092,10.241124000000001,10.279505,10.43247,10.567737,9.2839,10.532045,10.505466,10.820513
CBX6,9.701328,9.787094999999999,10.357291,9.157504,9.179905,9.085415,9.734021,9.609276,10.207185,9.515505000000001,9.832374,9.463681
CBX7,7.438471000000001,8.821973,9.235362,8.997206,8.957564999999999,8.824484,9.224339,9.151579,9.890062,8.727585000000001,8.24756,8.769149
CBX8,6.953142999999999,7.226355,7.287874,7.336278,7.314578,7.256077,7.269975,7.297822999999999,7.547855,7.028059,7.045951,6.772155000000001
CBY1,6.405486,6.391954,6.374601999999999,6.345457,6.3982410000000005,6.393568,6.565332000000001,6.480169999999999,6.4299029999999995,6.206925,6.366743,6.380192
CBY3,6.9493655,6.888192500000001,7.035308000000001,6.8615245,6.840925500000001,6.855955000000001,6.912130499999999,7.0652195,7.068008,7.0894330000000005,6.899325,6.965756
CC2D1A,7.401522999999999,7.568722,7.754983999999999,7.426854,7.664756,7.455192,7.571202,7.501019,7.891119000000001,7.465708,7.573505,7.439697
CC2D1B,6.7177505,6.884695,6.947902,6.736588,6.7943675,6.6052845,6.8589970000000005,6.950839,6.978812,6.6902775,6.8993455,6.711980499999999
