,Jang-hESCs_Control_71,Jang-hESCs_Control_72,Jang-hESCs_Control_73,Jang-iPSCs_Control_74,Jang-iPSCs_Control_75,Jang-iPSCs_Control_76,Jang-iPSCs_AMN_77,Jang-iPSCs_AMN_78,Jang-iPSCs_AMN_79,Jang-iPSCs_CCALD_80,Jang-iPSCs_CCALD_81,Jang-iPSCs_CCALD_82
PIP,6.357382,6.513508,6.573103999999999,6.387338,6.400247,6.5690729999999995,6.616455,6.547149,6.459322,6.529779,6.433495,6.3612519999999995
PIP4K2A,10.631768,10.725342999999999,10.617706,10.715088,10.763135,10.894953999999998,10.308871,10.292274,9.807186,10.593178,10.352347,10.521375
PIP4K2B,7.2951315,7.1201669999999995,7.083550999999999,7.259324,7.1878955,7.2879154999999995,7.1015820000000005,7.246455,7.30208,7.45914,7.178706,7.249919500000001
PIP4K2C,8.771733,8.870712,9.083126,8.658476,8.881133,8.847892,8.803361,8.720369,9.251891,8.768918,9.169493,8.761933
PIP5K1A,7.526694,7.2365960000000005,7.661169999999999,7.662509,7.409658,7.32596,7.278986,7.542039999999999,7.287337,7.2820789999999995,7.498614999999999,7.6583369999999995
PIP5K1B,6.85884,6.9997295,6.857891499999999,6.829236999999999,6.8432575,6.8847975,6.8175875,6.88985,6.7862565,6.9337175,6.695415,6.760522
PIP5K1C,9.843859,9.863635,9.982345,9.817033,10.061876,9.71452,10.034294000000001,9.959662,10.244464,9.801597000000001,10.220296000000001,9.951345
PIP5KL1,7.25585,7.811028,7.992667,7.660128,7.800794000000001,7.613656,7.305217999999999,7.243771000000001,8.131986999999999,7.375442999999999,7.157147,7.208589999999999
PIPOX,7.760982,7.36693,7.550683,7.5056210000000005,7.403349,7.680269,7.581195,7.485213000000001,7.665172,6.997688,7.055094,7.027577000000001
PIPSL,8.532633,8.14789,8.674624,8.25489,7.702605999999999,8.741858,7.248715,8.0388,9.282715,8.620452,7.660867999999999,8.470505000000001
PIR,10.3190185,9.991039500000001,10.1782935,8.5660805,8.745875999999999,9.0510735,8.9355475,9.287171,9.988081,8.9620605,8.493192,8.989846
PIRT,6.3899349999999995,6.358025,6.3938690000000005,6.338062,6.550629,6.411957,6.465222,6.368221,6.140568,6.325604,6.4461900000000005,6.524344999999999
PISD,9.060619,8.95155,9.191336999999999,9.172941,9.019252999999999,9.516415,9.002094999999999,9.240551,9.791583000000001,9.226527,9.575288,9.19346
PISRT1,6.824056,6.7329669999999995,6.631625,6.867825,6.7053899999999995,6.817607000000001,6.7446850000000005,6.779703,6.781619999999999,6.639963000000001,6.549823,6.811592
PITHD1,11.888319000000001,11.529976,11.502144,11.578511,11.622259,11.835067,11.224905,11.470586,11.643343,11.710836,11.455403,11.540977999999999
PITPNA,8.024242999999998,7.68248,7.671161,7.789585000000001,7.572359,8.012367,7.726367999999999,7.638669,7.515127000000001,7.9674309999999995,7.824650999999999,7.933064
PITPNB,9.297861,9.28359,8.817933,9.840913,9.39681,9.263836,9.629531,9.590163,8.21772,9.664821,9.546375,9.914525999999999
PITPNC1,8.691739,8.224774,8.30678,8.096734,8.1736355,8.453928,7.850719000000001,8.131217,8.5285585,8.208204499999999,8.246091499999999,8.2511495
PITPNM1,9.950599,10.605141,10.906919,10.438644,10.766033,10.510947,10.825627,10.733807,11.091308999999999,10.49275,10.502424000000001,10.391127000000001
PITPNM2,6.857825,6.672078999999999,6.863113,6.791239999999999,6.726998,6.736939,6.716627000000001,6.750978999999999,6.796784,6.711641999999999,6.790431,6.721446
PITPNM3,6.171754,6.300857,6.3149239999999995,6.153053,6.325862,6.275199,6.381703,6.29504,6.156142,6.320603,6.273525,6.178159
PITRM1,9.205313,9.246366,9.103655999999999,9.219401,9.346528999999999,9.338214,9.082849000000001,9.298238000000001,8.924534,9.344047,9.392928999999999,9.173596
PITX1,6.737709,6.399829,6.472357,6.439531,8.06058,7.5213600000000005,6.558778,6.602031,6.9511970000000005,6.608683,6.514211,6.409686
PITX2,6.6440465,6.7648425,6.6687715,6.675519500000001,6.886536,6.8882164999999995,6.6951065000000005,6.656775,6.563641499999999,6.7025435,6.785409,6.696907
PITX3,6.733703,7.0823789999999995,6.821764999999999,6.893092,6.976549,6.905593,7.0064020000000005,6.9442509999999995,6.917053999999999,6.802511,7.043292999999999,6.983821000000001
PIWIL1,6.373679,6.56912,6.564932000000001,6.642466000000001,6.670004,6.58299,6.557378999999999,6.6011429999999995,6.442419999999999,6.4966610000000005,6.397412999999999,6.709011
PIWIL2,6.5468665,6.831492,6.7047039999999996,7.691342,7.3077415,7.714628500000001,7.3610335000000005,7.4256945000000005,6.8275705,7.581606,7.533522500000001,7.512755499999999
PIWIL3,6.461394,6.477469999999999,6.370824,6.472357,6.442185,6.390518,6.428453,6.431171,6.396589,6.32498,6.266305,6.3571089999999995
PIWIL4,6.465148999999999,6.575782000000001,6.572741499999999,6.515333,6.5469615,6.6650535,6.617685000000001,6.440448,6.491209,6.47474,6.524751999999999,6.523472
PJA1,8.234729,8.480841,8.428037,8.723645,8.559644,8.325411,8.501482000000001,8.382219000000001,8.753312,8.573076,8.207151,8.889786
PJA2,11.529976,12.007408,11.589064,11.893351,11.801067,11.930455,12.207924,12.017614,11.146188,11.918208,11.610427,11.855207
PKD1,7.340111,7.3812585,7.890675999999999,7.553369,7.442758,7.397783,7.526679,7.485244000000001,8.151660000000001,7.337132,7.1601155,7.271488499999999
PKD1L1,6.784762,6.719914,6.6758630000000005,6.7187795,6.74938,6.71477,6.647535,6.789739999999999,6.830194500000001,6.779814,6.670027,6.8737664999999994
PKD1L2,6.684189999999999,6.623794,7.051284,6.8532235,6.730436,6.662614,6.946233500000001,6.7989465,6.840691499999999,6.532982,6.787644500000001,6.6732655
PKD1L3,6.4325790000000005,6.365787,6.24035,6.402491,6.422475,6.301683000000001,6.2851919999999994,6.341789,6.5404480000000005,6.291718,6.524141,6.579955
PKD1P1,6.794535000000001,6.776388000000001,7.002872999999999,6.836567,6.709174000000001,6.923242999999999,6.894278,6.772417,7.173735000000001,6.931210000000001,6.764791000000001,6.955365
PKD2,8.7853465,8.544478,8.1980095,8.764458,8.514708,8.6466835,8.9804065,8.9606655,7.728128999999999,8.7697025,9.061551,8.504082499999999
PKD2L1,6.524706,6.67778,6.70317,6.533473000000001,6.590625999999999,6.665829,6.691348,6.6372979999999995,6.770156,6.54721,6.736586999999999,6.676041000000001
PKD2L2,6.6653270000000004,6.64964,6.6455210000000005,6.5740050000000005,6.5848889999999995,6.5537410000000005,6.555211,6.626133,6.573192,6.616077000000001,6.693291,6.5151650000000005
PKDCC,8.851678,9.701893,9.594694,9.7190925,9.8782755,9.5509365,9.0265865,8.794234,9.174561,8.924922,8.8971465,9.250883
PKDREJ,6.833226,6.7802,6.885546000000001,6.792535000000001,6.924252,6.813896000000001,6.5095410000000005,6.987296000000001,6.703539999999999,7.051221000000001,6.794327,6.848510000000001
PKHD1,6.434507,6.49252,6.373379,6.242385,6.5328349999999995,6.423056,6.351493,6.47956,6.430058,6.39206,6.295212,6.419052
PKHD1L1,6.840511,6.750375,6.638739999999999,6.725103999999999,6.493053,6.74092,6.904032000000001,6.790355,6.622011,6.656271,6.861605,6.753503
PKIA,6.878289,7.404847,7.238558,7.0661,7.433025,7.165655999999999,7.335972999999999,7.344503,7.335029,6.585106,7.032777,6.7330119999999996
PKIB,7.968685000000001,8.0626505,8.0580675,7.227542999999999,7.115425999999999,7.17829,7.794256,8.097364,7.878353999999999,7.779708500000001,7.427644,7.9211035
PKIG,7.199319999999999,7.355150999999999,7.361324000000001,7.271988,7.258622,7.321499,7.092142,7.236761,7.857968,7.223192,7.203386999999999,7.1950460000000005
PKLR,6.511309,6.465379,6.466412999999999,6.432599,6.55393,6.566330000000001,6.523738,6.62363,6.461478,6.560288000000001,6.352568,6.595680000000001
PKM,11.982876,12.264992999999999,12.276196,12.096029,12.184979,12.014086,11.783428,11.979231,12.876735,12.005709,12.290009,12.229591000000001
PKMYT1,8.2486475,8.273783,8.7858535,8.4402085,8.413447999999999,8.287355499999999,7.965664,8.2170395,9.269910000000001,8.273692500000001,8.5831935,8.6647415
PKN1,7.5460345,7.5032625,7.971151,7.6143095,7.483296000000001,7.6125774999999996,7.4747555,7.455182499999999,8.2480615,7.664498,7.517892,7.8150509999999995
PKN2,7.443944,7.348403,7.054011999999999,7.551505000000001,6.970795,7.421807,6.979607000000001,7.081954,6.887906,7.219189999999999,7.317986,7.124282000000001
PKN3,8.260297999999999,8.726533,9.313688,8.665025,8.792524,8.577652,8.474292,8.441175,9.38769,8.090689999999999,8.291522,8.600105000000001
PKNOX1,8.172535,8.00181,7.6308465,8.260789,8.3164365,8.270572999999999,8.2076945,8.2208175,7.215053500000001,8.464196000000001,8.474469500000001,8.4497155
PKNOX2,6.829403,7.213100999999999,7.266450999999999,7.081900999999999,7.1326789999999995,7.245431,6.885894,6.946973,6.776258,6.930328,6.747533,6.962972
PKP1,6.543858999999999,6.640992,6.742628999999999,6.727592,6.8909,6.772847500000001,6.6691435,6.7117675000000006,6.7120765,6.719188000000001,6.747950500000001,6.772694500000001
PKP2,9.18189,8.765799000000001,8.67521,9.240149,9.315992999999999,9.273366000000001,9.333293,9.393232000000001,8.22794,9.258352,9.469133,9.638905000000001
PKP3,6.8538685,6.8438925,6.8548895000000005,6.741447999999999,6.6929735,6.7880725,6.742305,6.6713205,7.008467,6.890778,6.751625,6.72762
PKP4,9.198557000000001,9.33942,9.414715,9.7450175,9.5872075,9.688787,9.459008,9.6453725,8.737344,9.5367035,9.134550500000001,9.6610905
PLA1A,6.527283000000001,6.5650509999999995,6.656352,6.3780269999999994,6.563460000000001,6.561496000000001,6.402112000000001,6.541016,6.4762059999999995,6.609641000000001,6.462429,6.266305
PLA2G10,9.340438,9.463482,9.660791,9.231076,9.456381,9.386789,9.30747,9.000150999999999,9.509935,9.440447,9.084464,9.566832000000002
PLA2G12A,6.686356,6.634996000000001,6.765313000000001,6.721887,6.802105,6.747916,6.635078,6.716943,6.770194999999999,6.634746000000001,6.869633,6.644061
PLA2G12B,6.8042240000000005,6.971269,7.109260000000001,6.856372,6.890313000000001,7.217841,6.944874,6.987578999999999,6.693096000000001,7.104836,7.027205,6.738599000000001
PLA2G15,8.129233000000001,8.351174,8.505668,7.994903999999999,8.222477,8.041452,8.482199000000001,8.405945,9.029458,8.017009,8.238112,8.303165
PLA2G16,10.388133999999999,10.012436,10.1126345,10.154252,9.8954995,10.029713000000001,10.078825,10.1247745,10.000461999999999,10.082225,10.071725,10.241197999999999
PLA2G1B,6.4001019999999995,6.4632830000000006,6.438847,6.5539190000000005,6.396369,6.615195,6.342126,6.367862000000001,6.410606,6.552995,6.301288,6.305061
PLA2G2A,7.102606,6.975522,7.337078999999999,6.832062,6.947247,6.973389,6.696741,6.589235,6.621925,6.771379,6.5130099999999995,6.589235
PLA2G2D,7.218721,6.96157,7.0232595,7.0721300000000005,6.996009,6.847177,7.2020669999999996,6.892302000000001,7.1458245,7.062321000000001,7.321413499999999,6.817752499999999
PLA2G2E,6.21847,6.391104,6.3703650000000005,6.412552,6.4818,6.523066,6.524553,6.441332,6.379754,6.598375999999999,6.43382,6.510546
PLA2G2F,6.960242999999999,6.898958,6.94332,6.794204,7.134353999999999,6.93898,7.098425,6.926677000000001,7.0857339999999995,6.898878,6.848439,7.004832
PLA2G3,7.9827699999999995,9.323768,9.615258,8.310639,8.763785,8.702112,8.594641000000001,8.511666,9.698084,7.864286999999999,7.627271,8.277519999999999
PLA2G4A,6.55565,6.204873,6.237563,6.465942,6.359862000000001,6.400759,6.435808,6.499666,6.477946,6.456505,6.44309,6.439212
PLA2G4C,7.721936,7.8084240000000005,7.587250999999999,7.31026,7.4105360000000005,7.282553,7.3628350000000005,7.1746490000000005,7.437378,7.238049,7.809528,7.4189869999999996
PLA2G4D,6.6063434999999995,6.5594054999999996,6.603981500000001,6.5540535,6.5733175,6.6327435,6.505218,6.5372895,6.525672,6.6750665,6.575400500000001,6.5091275
PLA2G4F,6.422281,6.2762970000000005,6.516236,6.188976,6.358953,6.503413,6.52433,6.2483900000000006,6.104280999999999,6.402613,6.248716,6.427701
PLA2G5,6.623144,6.535814,6.505348000000001,6.506337,6.498261,6.461623,6.500757,6.594507000000001,6.4645589999999995,6.458342,6.37932,6.469883
PLA2G6,6.939377,6.86291,6.9068725,6.976430000000001,6.934464,6.812257499999999,6.944225,6.8489265,6.971814,6.827605999999999,6.8550335,6.999041
PLA2G7,7.95667,8.354416,8.160511,7.7607289999999995,7.897010000000001,7.97888,7.845585000000001,7.964461999999999,8.367311,8.204961,7.339693,8.325700999999999
PLA2R1,6.5263935,6.4550410000000005,6.5115045,6.5372375,6.5644990000000005,6.4818695,6.481279499999999,6.6016520000000005,6.457428,6.4165105,6.454452,6.563444500000001
PLAA,7.8892845000000005,7.511614999999999,7.328383500000001,7.3721895,7.3192,7.42055,7.389927,7.268833,7.2401485,7.7093015,7.499203,7.4817705000000005
PLAC1,7.062189999999999,6.8727149999999995,6.797208,6.984624,7.047619,6.943992,7.0014389999999995,6.980676,7.043394,6.834611,7.263782000000001,6.901483
PLAC4,6.739266000000001,6.742333,6.693578,6.643046000000001,7.0670020000000005,6.84996,6.8781740000000005,6.929963000000001,6.864872999999999,6.751632000000001,6.790128999999999,6.604684
PLAC8,7.040315,7.283195,7.283653999999999,6.9898690000000006,6.936541,7.034746000000001,6.857195,6.748792999999999,7.2302645000000005,7.036988000000001,6.9201485,7.1127875
PLAC8L1,6.982414,7.385136999999999,7.089346000000001,6.981053999999999,7.151249000000001,7.232500999999999,7.131276,7.145642,6.740817999999999,6.699367,7.549175,6.929658
PLAC9,7.565271000000001,7.842681,7.887523,7.596448,7.946302,7.982417999999999,6.956962,7.369949,7.786356,7.499833,7.182977,7.496055
PLAG1,7.445061999999999,7.759533,7.345677,7.5184355,7.540004,7.5828195,7.5413735,7.556475999999999,7.0858105,7.6156654999999995,7.769016499999999,7.3873345
PLAGL1,6.7175804999999995,6.692257000000001,6.7029005,6.8000255,6.641871000000001,6.7269524999999994,6.598076,6.7632575,6.639759,6.6690785,6.607041000000001,6.6226
PLAGL2,10.806935000000001,10.693667,10.157533,11.027642,10.720018,10.637186999999999,10.864228,10.756344,9.188092,10.930029,10.817461999999999,10.861388
PLAT,8.25,7.241376,7.838441,7.4167570000000005,7.7182509999999995,7.562182000000001,7.779124,7.629849,8.098925999999999,7.458467,8.69322,7.618828999999999
PLAU,10.428873,8.793775,10.265939999999999,9.412633999999999,9.815842,9.410743,10.569397,10.070783,11.937033999999999,9.747842,12.111053,10.767700999999999
PLAUR,7.2830070000000005,6.972925,7.4077720000000005,7.282922,7.094887,7.185661,7.32643,7.3057300000000005,7.8179300000000005,7.366801,7.902925,8.019396
PLB1,6.676862,6.994517999999999,6.789764999999999,7.004624000000001,6.808860000000001,6.952388000000001,6.838228,6.9072960000000005,7.033486999999999,6.979156,7.018975999999999,7.062930000000001
PLBD1,9.317418,9.278847,8.981434,9.408661,9.404525,9.388803999999999,9.311299,9.315714,9.035647,9.483412,9.172941,9.528575
PLBD2,7.278200999999999,7.6670869999999995,7.904184,7.471877,7.588614,7.505851,7.49574,7.524466,8.160511,7.433794,7.288792999999999,7.412868
PLCB1,6.6231,6.686596499999999,6.826003,6.7944485,6.926839500000001,6.752997,7.153985499999999,6.895587,6.6425595,6.808250999999999,6.812939500000001,6.7599315
PLCB2,7.83666,7.7342059999999995,8.142047999999999,8.217071,8.403549,8.158595,7.948331,7.844189,7.94803,7.871694000000001,7.732863,7.810747999999999
PLCB3,6.708036,6.684676,6.414244999999999,6.657733,6.736739999999999,6.759973,6.678814999999999,6.792808999999999,6.571851,6.662274000000001,6.599914,6.787539
PLCB4,6.93872,6.8000525,6.9160145,6.813317999999999,6.821797999999999,6.900361999999999,6.857186500000001,6.9379125,6.596894,6.949329,6.9678145,6.8306845
PLCD1,8.297108999999999,8.1941,8.507289,8.068739,8.063319,7.884214999999999,8.246909,8.02702,8.861122,8.081788000000001,7.9827699999999995,8.332784
PLCD3,7.8070889999999995,8.409804,8.318311999999999,7.7700380000000004,8.288195,8.215335000000001,8.400314999999999,8.175281,8.659002000000001,8.160351,8.200325,8.345879
PLCD4,6.4237470000000005,6.564075,6.49447,6.475723,6.6031960000000005,6.503488,6.73767,6.489269,6.571403999999999,6.717386,6.471245,6.582264
PLCE1,6.56275,6.5412360000000005,6.213527,6.553343,6.603609,6.707899,6.631403,6.6611270000000005,6.5124949999999995,6.592836,6.496457,6.668677000000001
PLCG1,8.459025,8.6379295,8.504219,8.8511045,8.742980000000001,8.791575,8.7543175,8.777830999999999,8.681275,8.6752695,8.7387115,8.651702499999999
PLCG2,7.624906,8.277144999999999,8.412516,8.062479,8.045179,8.277873,7.950260000000001,8.128923,7.440194,8.091851,7.650942,8.264467999999999
PLCH1,7.8996580000000005,8.715536,7.8703,8.754308,8.680223,8.905615,8.652550999999999,8.622627,7.167911,8.582953,7.980138,8.452651
PLCH2,7.058366,7.152317,7.049999000000001,6.999017,6.8749,6.837611999999999,7.111461,6.989921000000001,7.070822,7.117247,6.918019,6.953869
PLCL1,6.657813000000001,6.724186,6.563216499999999,6.5317675,6.696594,6.639228999999999,6.709131,6.617225,6.584363499999999,6.390496,6.7117059999999995,6.640413000000001
PLCL2,8.009962,7.984534,7.85117,8.336938,8.608147,8.504397,8.013009,8.026021,7.406758,8.181317,8.818325999999999,7.880841
PLCXD1,10.493335,11.316713,11.555892,11.186375,11.361566,11.250898,11.079259,11.114716,11.563514999999999,10.914502,10.481579,10.918038000000001
PLCXD2,6.4902565,6.575999499999999,6.559639999999999,6.543016000000001,6.484592,6.559850999999999,6.4897695,6.5159455,6.6846435,6.570748,6.7405550000000005,6.631201
PLCXD3,6.638799000000001,6.7718169999999995,6.586257000000001,6.589907000000001,6.608728999999999,6.5465,6.708367999999999,6.532289,6.349668,6.647172,6.567067,6.760205
PLCZ1,6.640728999999999,6.489122,6.626675,6.680747,6.745528,6.724497,6.850981,6.6953059999999995,6.773246,6.738599000000001,6.74799,6.7160470000000005
PLD1,7.126436,7.172066,7.115537,7.336389,7.407501,7.207708,7.574441,7.2926,6.863144999999999,7.4814419999999995,6.988771000000001,7.2039729999999995
PLD2,8.195264,8.497877,8.520855000000001,8.659002000000001,8.40142,8.332622,8.471945,8.436359,8.827685,8.325411,8.552614,8.596364
PLD3,6.593992999999999,6.615150999999999,6.501753,6.599667999999999,6.548508999999999,6.591875,6.601478,6.455004,6.511561,6.621122,6.508213,6.852386
PLD4,6.949269,6.95138,6.6309130000000005,7.0925839999999996,7.11763,6.947574,7.088398,6.9835210000000005,7.072761999999999,7.080838000000001,7.105401,6.979760000000001
PLD5,6.3414,7.190974000000001,6.741072,7.438072,7.4077720000000005,7.362575,7.396364999999999,7.277511,6.803806,7.125314,6.4439459999999995,7.136518
PLD6,6.6245544999999995,6.686613499999999,6.708636,6.9547545,7.032858500000001,6.809505499999999,6.6146235,6.8203705,6.833556,6.541437,6.750524499999999,6.7311395
PLEC,6.5188445,6.420535500000001,6.675822500000001,6.575757,6.625897999999999,6.629497,6.59163,6.5375605000000006,6.5383949999999995,6.629242999999999,6.591224499999999,6.4976985
PLEK,6.554817999999999,6.528868,6.52451,6.473864,6.539921,6.472725,6.430803,6.385648000000001,6.5619380000000005,6.52639,6.4244010000000005,6.6038179999999995
PLEK2,6.9746,6.84328,6.877749000000001,7.149416,7.110048,7.2972529999999995,7.154536,7.081281,7.37097,7.300241000000001,7.828646000000001,7.499707000000001
PLEKHA1,9.3871305,9.284283,8.558425999999999,9.1328575,8.7940455,8.817745500000001,8.97755,8.9068375,7.8214315,8.6810405,8.8673895,8.657266
PLEKHA2,6.647886,6.585283,6.570867,6.6525929999999995,6.571598,6.6020365000000005,6.7089905,6.5583279999999995,6.706237,6.737146000000001,6.607528,6.551033
PLEKHA3,7.934783,7.5773660000000005,7.760136999999999,7.528491000000001,7.275619,7.643776,7.2386479999999995,7.465472,7.925569,7.965897,7.53026,7.685055999999999
PLEKHA4,8.739048,8.725876,9.406080000000001,8.885982,8.906419999999999,8.882530000000001,8.635482000000001,8.64054,9.230036,8.806202,8.585345,8.963957
PLEKHA5,6.694614,6.681887,6.559765,6.962851,6.9947729999999995,6.924252,7.146099,7.1259619999999995,6.818025,7.008408,6.981692,6.8398270000000005
PLEKHA6,6.559985,7.091108999999999,6.972094,7.217331,7.413517999999999,7.175895,7.60452,7.569391,7.1383589999999995,6.695253,6.763443,6.921092999999999
PLEKHA7,7.100941000000001,7.520105,7.35503,7.472544,7.3278,7.41563,7.430708,7.367062,7.20792,7.272631,7.3554949999999995,7.140283
PLEKHA8,6.825556,6.788957000000001,6.67255,6.731094000000001,6.8088169999999995,6.823231,6.696238,6.787856,6.744405,6.655689999999999,6.639054,6.860764
PLEKHB1,7.866583,8.753835,8.809203,9.130047,9.184258999999999,8.875269,8.71751,8.713969,9.147098,8.198727,8.353524,8.391175
PLEKHB2,7.2610785,7.3160169999999995,7.3452210000000004,7.317796,6.804264,7.3169935,7.389942,7.1213235,6.837610000000001,7.050173,7.0648795,7.1116405
PLEKHD1,6.529779,6.490112,6.506887,6.491182,6.496357,6.600511,6.7186710000000005,6.56636,6.4591970000000005,6.651805,6.705436,6.599667999999999
PLEKHF1,8.994957000000001,9.117578,10.226983,8.386467,9.059880999999999,8.439649000000001,8.821528,8.765376,10.459545,8.309095,8.859958,8.127982000000001
PLEKHF2,7.3319285,7.263047,7.179614,7.241863499999999,7.392643,7.290530499999999,7.234443,7.202124,7.3756699999999995,7.4202354999999995,7.105575,7.445644000000001
PLEKHG1,6.6781425,6.786553,6.6311029999999995,6.717473,6.574055,6.762569500000001,6.640649000000001,6.610127499999999,6.512125,6.5548589999999995,6.710238,6.737202000000001
PLEKHG2,9.047364,8.927706,8.887771,9.453484,9.454824,9.248032,9.552106,9.581671,8.654752,9.29627,9.63364,9.527735
PLEKHG4B,6.738236,6.991507,6.910749000000001,6.822703999999999,6.704735,6.9089220000000005,7.016975,6.747167999999999,6.6567,6.313249,7.039383,6.6070139999999995
PLEKHG5,6.71903,6.525435,6.777947999999999,6.619337,6.704298,6.525416000000001,6.754562,6.662348,6.587225,6.448919999999999,6.879060000000001,6.718512
PLEKHG6,8.23596,8.554241000000001,8.822583999999999,8.598341,8.672323,8.423233,8.762711999999999,8.57593,9.35651,8.424422999999999,8.417566,8.610628
PLEKHG7,6.795526,6.851324000000001,6.7342830000000005,6.891286,6.7969550000000005,6.718512,6.750715,6.898267999999999,6.662228999999999,6.73008,6.922272,6.702109
PLEKHH1,9.06724,8.872956,8.598908999999999,8.82589,8.82051,8.868611,8.812984,8.901578,8.106731,8.352708999999999,8.922557000000001,8.295784
PLEKHH2,6.732628999999999,7.145066,6.838352,7.311016,7.054407,7.053748,7.1193550000000005,7.200767,6.495902,6.847761,6.663522,6.829403
PLEKHH3,9.163455,9.090342999999999,9.805035,9.579042,9.866131,9.49704,9.743278,9.619555,10.100697,8.687709,9.275224,8.970661
PLEKHJ1,8.080176,8.056785000000001,8.580057,8.275553,8.329616999999999,8.197691,8.302883,8.174546000000001,9.220739,7.973068,7.945547,8.024463
PLEKHM2,10.350892,10.877385,11.16967,10.594514,11.005075999999999,10.672854,10.765426,10.706168,11.280023,10.396139,11.026583,10.475131
PLEKHM3,6.273658999999999,6.250224,6.295419,6.444094000000001,6.155628,6.325830000000001,6.306665,6.4051,6.348659,6.201398999999999,6.382464,6.318626
PLEKHN1,7.7666830000000004,7.674308,7.7342059999999995,7.619853,7.596664,7.610875999999999,7.780991,7.542422999999999,7.75707,7.665285000000001,7.644651,7.655438
PLEKHO1,8.601458000000001,8.695613,8.859401,8.50394,8.874543,8.743478,8.911538,8.847437,9.304369,8.976111999999999,9.283188,8.814705
PLEKHO2,8.720369,8.914517,9.045042,9.700868,9.471124,9.262728,9.926663000000001,9.629009,9.603716,8.961053,9.373478,9.403666000000001
PLEKHS1,6.401707,6.256461,6.348602,6.290522,6.3054440000000005,6.232287,6.501594,6.394011,6.353789,6.283345,6.501722,6.324058999999999
PLET1,6.5526175,6.5865244999999994,6.558250500000001,6.4445055,6.6691970000000005,6.547515,6.542028500000001,6.5845965,6.664964500000001,6.558549,6.610038499999999,6.5922065000000005
PLG,6.551356,6.547445,6.613772,6.631968,6.425675,6.3259,6.497853,6.504192,6.6334800000000005,6.410759,6.362862000000001,6.644144
PLGLA,6.770374,6.785492999999999,6.557167999999999,6.698225999999999,6.700034,6.562542999999999,6.579108,6.659144,6.755392,6.74885,6.713985000000001,6.574196000000001
PLGLB1,6.505813,6.449123,6.445991,6.373885,6.453691,6.478834,6.468636,6.312774,6.4461900000000005,6.523797,6.656644,6.575442
PLGLB2,7.054366,6.877511,6.9190190000000005,6.7861910000000005,6.7246630000000005,6.641236999999999,6.8183240000000005,6.747825,6.863424,6.9606699999999995,7.011645,6.952126
PLGRKT,10.314775,10.303927,10.467452,9.963017,10.234946,10.215328999999999,10.159369,10.237482,10.72357,9.931253,9.649881,10.04204
PLIN1,6.612769,6.447337999999999,6.52095,6.377118,6.485885,6.321398,6.483902,6.498643,6.5270269999999995,6.434961,6.30221,6.575766000000001
PLIN2,12.722209,11.731959,12.5334505,11.8892265,11.541868,11.6701575,11.7136675,11.978771499999999,11.5997205,12.493433999999999,11.966842,12.9227075
PLIN3,11.254493,11.255021000000001,11.622259,11.315664,11.558047,11.511467999999999,11.350577000000001,11.251381,11.874854,11.383567,11.54988,11.485475
PLIN5,7.1497535,7.022196000000001,7.088000500000001,6.953156,6.985427499999999,7.023872,7.0783325,6.8462265,7.1443865,6.803576,7.070999499999999,6.788637
PLK1,9.635122,10.051886999999999,10.635775,9.650523,10.475594000000001,9.847663,10.308459,10.149356,10.708048,9.645174,10.086983,10.046236
PLK2,7.710907000000001,7.349480000000001,7.379553,7.720136999999999,7.734866,7.77125,8.605742,8.330186,7.2458990000000005,7.6857679999999995,8.868611,8.629491999999999
PLK3,7.144305999999999,7.0393300000000005,6.920069,7.119165,7.070722,6.9336660000000006,7.137465,7.032064,7.194491,7.078701,7.089603,6.863200999999999
PLK4,10.619356,10.893647999999999,10.259666000000001,11.190625,10.792161,11.02572,10.57881,10.661434,10.011683999999999,10.940447,10.746253999999999,10.972583
PLLP,7.312452499999999,7.5760205,7.830967,7.550892500000001,7.7636485,7.545191,7.5699570000000005,7.513696,8.2284065,7.5024895,7.504322999999999,7.5430185
PLN,6.6529665,6.6544265,6.489052,6.5724485,6.634697,6.517807,6.660143,6.4829815,6.538808,6.484046,6.653225999999999,6.6204125
PLOD1,11.02572,11.205428999999999,11.491371000000001,10.804407000000001,11.228337,11.085013,11.297533,11.0031,11.564957000000001,11.03547,11.04925,10.99465
PLOD2,9.789991,7.515127000000001,7.603585000000001,7.0174009999999996,7.03604,7.223445,7.027481,7.392098,7.706619,6.851178,6.8311660000000005,6.94923
PLOD3,10.37825,10.255312,10.612317,10.533437,10.519451,10.162146,10.636294,10.548867,11.161292999999999,10.358426,10.711184,10.477221
PLP1,8.088641,8.328857000000001,8.054895,8.116765,8.041855,8.119155000000001,7.6835,8.155356,7.688009,8.103651,7.407138000000001,7.832362
PLP2,7.450728,7.370671000000001,7.668417,7.380431,7.343953,7.313817,7.600131,7.356773,7.772444,7.442011,7.766449000000001,7.539809
PLPP1,9.430188000000001,8.208283999999999,8.530857000000001,8.451185,8.006694,8.775103999999999,7.566861,8.14869,7.99308,9.122299,8.145375,9.160496
PLPP2,8.02807,8.019177,7.909282000000001,8.030422999999999,8.156234,8.03483,8.172779,7.883219,8.374014,7.824884,8.252395,8.138034
PLPP3,8.5676345,8.6671555,8.342759,8.8142945,8.722301,9.0222095,8.694003,8.8088615,8.094775,8.608741,8.417008000000001,8.4673965
